400,0,0,0
404,0.000218,0,0.004917
408,0.000297,0,0.009418
412,0.000354,0,0.031409
416,0.001094,0,0.077593
420,0.002542,0,0.146712
424,0.004134,0,0.219794
428,0.005333,0,0.298201
432,0.005614,0,0.364871
436,0.004597,0,0.410955
440,0.003168,0,0.438558
444,0.002077,0,0.468082
448,0.001852,0,0.489644
452,0.001442,0,0.508485
456,0.000784,0,0.520178
460,0.00032,0,0.515422
464,0.000065,0.005961,0.507587
468,0.000007,0.020578,0.498081
472,0,0.041957,0.48068
476,0,0.067264,0.457811
480,0,0.096135,0.436325
484,0,0.123689,0.403374
488,0,0.152041,0.367918
492,0,0.182066,0.325179
496,0,0.22013,0.282778
500,0,0.264438,0.236417
504,0,0.314491,0.191334
508,0,0.364174,0.141411
512,0,0.416056,0.09423
516,0,0.462595,0.054556
520,0,0.50051,0.026872
524,0,0.52323,0.008739
528,0,0.538069,0.000181
532,0,0.542459,0
536,0,0.538665,0
540,0,0.530766,0
544,0,0.523102,0
548,0,0.508556,0
552,0,0.485191,0
556,0,0.455786,0
560,0,0.422011,0
564,0.050647,0.387198,0
568,0.18085,0.351046,0
572,0.381821,0.318238,0
576,0.583419,0.284271,0
580,0.743511,0.248628,0
584,0.852201,0.213168,0
588,0.928868,0.177485,0
592,0.971689,0.142815,0
596,1,0.112392,0
600,0.994418,0.086937,0
604,0.977301,0.065217,0
608,0.938977,0.04826,0
612,0.890121,0.035224,0
616,0.830606,0.026506,0
620,0.777929,0.021041,0
624,0.719762,0.016964,0
628,0.672562,0.014602,0
632,0.618224,0.0117,0
636,0.578328,0.008563,0
640,0.526893,0.00586,0
644,0.475162,0.003368,0
648,0.426394,0.001594,0
652,0.380004,0.000714,0
656,0.336635,0.000259,0
660,0.294303,0.000111,0
664,0.258678,0.000052,0
668,0.226777,0.000036,0
672,0.195487,0.000022,0
676,0.162056,0.000098,0
680,0.12679,0.000093,0
684,0.093256,0.000175,0
688,0.064427,0.000175,0
692,0.042522,0.000257,0
696,0.027907,0.000172,0
700,0.014333,0.000168,0